Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
lholland@example.com,(633)270-3267,474,36-50,Married with Kids,885920,need home loan,0
qsoto@example.net,(558)774-7949,811,51+,Single,116046,just browsing,0
austinfletcher@example.com,(417)932-8656x513,355,26-35,Married with Kids,184940,just browsing,0
janet72@example.org,(290)800-9769,719,18-25,Single,167500,want to buy soon,1
omartin@example.org,+1-671-443-1357x431,699,26-35,Single,874695,urgent need to buy,1
tscott@example.net,408.948.0345,803,18-25,Married with Kids,270610,want to buy soon,1
thomasvaughan@example.com,001-502-267-6074x8279,842,18-25,Single,920907,need home loan,0
lindseythompson@example.net,281-938-2088x39102,305,26-35,Single,871283,not interested,0
bennettmatthew@example.net,268.908.3715,595,51+,Married,101403,want to buy soon,1
martinjennifer@example.com,+1-583-237-3380x99773,830,26-35,Single,860689,not interested,0
thompsonrodney@example.net,001-645-497-5716,472,18-25,Married,489781,urgent need to buy,1
michaelhamilton@example.net,+1-814-526-9698x62937,302,36-50,Married with Kids,561779,need home loan,0
michaelkelly@example.com,851.834.4601,616,26-35,Single,632654,just browsing,0
sherrera@example.net,001-955-877-5508x8979,688,18-25,Single,822020,need home loan,0
shaffertimothy@example.net,5308117721,422,51+,Married with Kids,681081,just browsing,0
arnoldgary@example.org,001-860-358-3273x2523,575,51+,Married,371194,urgent need to buy,1
ureed@example.com,(672)857-7445,500,26-35,Married,934130,need home loan,0
heathtimothy@example.com,001-681-570-4988x90779,301,18-25,Single,428223,need home loan,0
luisharris@example.net,(232)590-1750x615,620,18-25,Married with Kids,692763,just browsing,0
bsherman@example.com,+1-237-692-5667x0637,797,51+,Married with Kids,750724,not interested,0
lozanoamanda@example.org,+1-619-588-4581x1263,325,18-25,Married,257358,want to buy soon,1
joseph61@example.net,482-406-2944x6550,820,36-50,Married,416068,job relocation,1
matthewstevens@example.org,468-361-1667,370,18-25,Married with Kids,451929,just browsing,0
jacquelineholt@example.com,515-328-7195x792,448,26-35,Married with Kids,923435,urgent need to buy,1
michelle04@example.com,(306)665-4799x875,644,36-50,Married with Kids,118175,not interested,0
benjamin04@example.net,(899)981-5605,779,26-35,Single,617163,want to buy soon,1
eric54@example.com,203.614.3551,499,51+,Married,771739,want to buy soon,1
crystalduran@example.net,+1-239-275-9548x3477,710,51+,Single,447539,job relocation,1
karen64@example.net,687.772.1664x86473,738,26-35,Single,601473,not interested,0
jessicapayne@example.net,+1-336-310-4592x193,824,18-25,Married with Kids,752851,need home loan,0
sellis@example.net,341-654-6124x2841,771,51+,Married with Kids,355114,job relocation,1
vserrano@example.net,867.682.7754x261,815,51+,Married,976936,want to buy soon,1
qchavez@example.net,280-341-5725x759,738,26-35,Married,228874,job relocation,1
kim92@example.com,336-716-6744,782,51+,Married with Kids,162505,need home loan,0
kimberlydickson@example.org,999-973-5642x484,400,18-25,Married,191270,just browsing,0
mcguirejoseph@example.org,+1-342-590-7667,811,18-25,Single,175537,job relocation,1
david66@example.net,555-391-3058x46584,355,26-35,Single,981061,just browsing,0
nedwards@example.com,412-358-6255x474,798,51+,Married with Kids,689331,not interested,0
summersbrittany@example.com,+1-824-379-0273,645,36-50,Single,590981,job relocation,1
bradleymartin@example.org,287.267.6371x2544,317,18-25,Married with Kids,643196,not interested,0
aoneal@example.net,555.682.1052,539,51+,Single,644951,not interested,0
emily74@example.com,675-449-0842,322,36-50,Married with Kids,102719,urgent need to buy,1
joshua06@example.com,689-774-9265x390,496,26-35,Married,244707,need home loan,0
dtaylor@example.com,662.528.2212x45252,717,18-25,Single,635034,urgent need to buy,1
baileypatrick@example.net,818.354.4660x1969,378,26-35,Married with Kids,294518,not interested,0
jocelynward@example.com,+1-784-237-2983,599,36-50,Single,907295,not interested,0
brownshannon@example.net,959.581.9276x928,547,36-50,Married with Kids,338234,job relocation,1
gonzalezemily@example.org,+1-626-889-1207x588,707,26-35,Married,733515,urgent need to buy,1
elizabeth15@example.net,359-744-3045x078,787,26-35,Married,570208,want to buy soon,1
ylane@example.org,321.755.1405,442,18-25,Married,408582,job relocation,1
valerie85@example.net,001-277-231-0151,633,51+,Single,342505,need home loan,0
thomasmark@example.net,(945)571-8739x2203,438,36-50,Married with Kids,125189,job relocation,1
ginaoliver@example.com,+1-637-203-1779,393,51+,Married with Kids,348954,need home loan,0
greenchristine@example.net,001-793-251-4707x39777,467,51+,Married with Kids,481111,job relocation,1
brittanycastro@example.net,(264)602-4172,585,36-50,Single,746766,not interested,0
christopher43@example.com,666.318.2943x47162,331,26-35,Married,950983,just browsing,0
michelereyes@example.net,+1-290-363-1872,388,36-50,Single,524225,want to buy soon,1
bhunter@example.com,001-808-463-4131,497,36-50,Married with Kids,683912,need home loan,0
jacob66@example.org,(648)492-0531,661,26-35,Married,194341,job relocation,1
perezjames@example.net,+1-729-998-7217x7116,826,18-25,Married,323595,not interested,0
steven64@example.com,+1-298-934-4302x2446,398,26-35,Married with Kids,511360,just browsing,0
rhonda97@example.com,+1-936-460-6793x00619,747,36-50,Single,190021,want to buy soon,1
jonesmichael@example.org,374.365.3698x17445,505,36-50,Single,376769,urgent need to buy,1
vsmith@example.com,+1-995-577-2035x525,639,18-25,Married with Kids,864340,not interested,0
lynnnixon@example.org,884-242-1721,544,36-50,Married,634880,just browsing,0
jlong@example.net,738-684-4568,683,26-35,Single,578423,just browsing,0
allenjulie@example.com,985-517-7687x06188,397,18-25,Single,586274,not interested,0
henry15@example.com,418-444-0116x44283,369,26-35,Married with Kids,804917,just browsing,0
taylorjeff@example.net,001-580-711-2551x227,632,18-25,Married with Kids,404796,not interested,0
cbrown@example.com,001-765-788-3933x26332,464,18-25,Married,405204,just browsing,0
pnorris@example.com,314-424-8204,598,26-35,Married,160691,just browsing,0
jodi38@example.org,001-449-299-0150x354,545,36-50,Married,371829,want to buy soon,1
miguel78@example.net,435-271-8653,617,26-35,Married with Kids,650422,urgent need to buy,1
xturner@example.com,890.906.1348,692,36-50,Single,853467,not interested,0
gregoryfields@example.net,001-385-499-2427x523,556,26-35,Single,290258,need home loan,0
haasmatthew@example.net,254.394.0411,815,51+,Married,386043,not interested,0
jason50@example.org,915.773.3982x3503,511,18-25,Married with Kids,799649,want to buy soon,1
brianallison@example.com,001-383-669-8363x876,401,18-25,Married,473885,need home loan,0
kaylee73@example.com,533.572.9164,391,51+,Married,846155,job relocation,1
troy37@example.net,+1-615-696-7844,690,51+,Single,438321,just browsing,0
medinanicole@example.org,+1-375-407-9168x544,373,26-35,Married,763522,job relocation,1
shaun65@example.org,(653)783-7202,511,36-50,Married with Kids,292953,need home loan,0
gabriellabailey@example.com,5328074933,308,51+,Married,470239,just browsing,0
morenotheodore@example.com,001-299-638-7837,387,26-35,Single,979865,urgent need to buy,1
gschwartz@example.org,(624)856-9168,384,36-50,Married with Kids,833429,just browsing,0
michaelchurch@example.org,960-335-1203,446,26-35,Single,771865,need home loan,0
julie19@example.com,+1-726-661-7676x133,523,51+,Single,177891,job relocation,1
michelle39@example.com,979.894.8065x110,394,26-35,Single,533899,job relocation,1
romeroderek@example.net,+1-928-714-6172x72394,528,36-50,Married,840219,want to buy soon,1
bbautista@example.net,+1-214-930-3264,713,26-35,Single,637344,just browsing,0
kelli70@example.org,+1-422-693-2908x53268,660,26-35,Married with Kids,913951,not interested,0
taylor07@example.net,718-628-7164,413,36-50,Married with Kids,702913,not interested,0
bgross@example.com,9532568035,609,51+,Married with Kids,803544,need home loan,0
umullen@example.net,(984)222-2658x87209,439,18-25,Married with Kids,399235,just browsing,0
simmonswilliam@example.com,001-578-557-0589x853,464,18-25,Married with Kids,442202,want to buy soon,1
walkerdarius@example.net,2626631906,743,18-25,Married,250219,urgent need to buy,1
reidangela@example.com,496-545-1110,382,36-50,Single,510943,not interested,0
spencethomas@example.org,001-356-451-3948x64571,713,36-50,Married,211361,need home loan,0
staylor@example.org,(468)919-7579x914,487,51+,Married with Kids,385671,job relocation,1
ncain@example.org,001-670-721-2742x55561,550,51+,Married,592903,just browsing,0
uleach@example.org,001-868-265-9578,325,36-50,Married with Kids,392898,job relocation,1
wkennedy@example.net,447.964.3177,787,18-25,Married,341610,urgent need to buy,1
samanthareid@example.org,440-630-1713x49456,731,18-25,Married,206159,just browsing,0
andrew59@example.org,427-608-2177,417,18-25,Married with Kids,103858,need home loan,0
debra74@example.org,804-675-1979x0598,365,51+,Single,277682,not interested,0
brownrobert@example.org,(221)857-4470,710,36-50,Married with Kids,731539,want to buy soon,1
qwalker@example.org,908-981-0014x999,834,18-25,Single,875001,just browsing,0
gibsonkrystal@example.net,293.736.2170x404,623,26-35,Single,996443,want to buy soon,1
nancybautista@example.org,(706)536-3179x12508,780,26-35,Single,247197,want to buy soon,1
rebeccabush@example.com,+1-512-330-7212x0016,546,26-35,Married with Kids,116652,not interested,0
markvelez@example.net,+1-275-850-8733x412,441,18-25,Married,179143,just browsing,0
melissastafford@example.com,+1-875-672-3142x950,753,18-25,Married with Kids,689707,not interested,0
donna48@example.org,4253623423,326,18-25,Married,944858,urgent need to buy,1
vbrown@example.com,659.800.6214x84792,641,51+,Married with Kids,575339,not interested,0
kristen04@example.org,319-322-8379x860,838,26-35,Single,868941,urgent need to buy,1
timothy92@example.net,385.632.1809,633,26-35,Single,320432,want to buy soon,1
xcalderon@example.net,(841)985-7485,323,26-35,Married,933091,job relocation,1
apriljohnson@example.net,(704)984-6646x032,728,36-50,Married with Kids,407776,want to buy soon,1
hmcbride@example.com,844-376-3360,399,18-25,Married with Kids,703611,urgent need to buy,1
stacybarr@example.com,565.635.1037,406,36-50,Married with Kids,645343,just browsing,0
russell78@example.com,783-369-9322,779,36-50,Married with Kids,343370,job relocation,1
cowannicole@example.org,440.753.7313,611,36-50,Married,320564,want to buy soon,1
rhernandez@example.net,391-268-8220x37752,501,18-25,Single,725536,need home loan,0
salasshari@example.net,+1-595-945-2385,432,51+,Married with Kids,728883,want to buy soon,1
richardford@example.org,525-763-7107x67086,553,18-25,Single,355558,job relocation,1
taylordavid@example.org,(952)554-5560x8626,714,36-50,Single,701577,just browsing,0
williamskelly@example.org,838-679-9689x54096,336,36-50,Single,981143,want to buy soon,1
thomas50@example.org,(720)499-3371,731,26-35,Married,981677,want to buy soon,1
dana85@example.org,(200)382-1682,618,26-35,Married,883258,want to buy soon,1
thomas48@example.net,5793206488,354,51+,Married,325363,need home loan,0
millerrichard@example.net,606.297.7650,315,51+,Married with Kids,653980,not interested,0
michael92@example.org,+1-894-711-7481,685,18-25,Married,610292,want to buy soon,1
dylan73@example.org,001-542-226-0951x14349,631,51+,Married,247685,just browsing,0
thomas33@example.com,+1-548-389-3994x558,337,36-50,Married with Kids,672735,job relocation,1
madisongeorge@example.org,8375223465,649,18-25,Married,548610,not interested,0
ajordan@example.org,+1-601-265-0475x532,840,26-35,Single,980723,need home loan,0
hooperjason@example.org,722-346-9244x60824,767,26-35,Married with Kids,855102,urgent need to buy,1
roy84@example.com,372.327.4006x0549,700,36-50,Single,639500,job relocation,1
gardnernicole@example.org,988-584-6883,533,26-35,Married,614848,want to buy soon,1
alexandertaylor@example.org,(337)422-1327,684,51+,Single,442636,just browsing,0
nicole46@example.org,806-475-8905,819,36-50,Married with Kids,158986,want to buy soon,1
brettrobinson@example.net,437.577.1646,548,18-25,Married with Kids,411667,just browsing,0
dschmidt@example.net,283-569-7166x2499,540,36-50,Married,352598,just browsing,0
lori78@example.com,(710)874-2349,539,26-35,Single,143739,just browsing,0
amanda59@example.com,(608)957-6065x885,405,51+,Married,320248,just browsing,0
weststephen@example.org,+1-846-896-5104x4979,684,26-35,Married with Kids,105881,want to buy soon,1
xmckenzie@example.net,(784)900-4749,808,26-35,Married,722882,job relocation,1
allen16@example.org,(372)695-0465x3246,822,18-25,Married with Kids,402235,not interested,0
uwillis@example.com,538.413.8946x663,673,18-25,Married,326989,job relocation,1
rebeccacarpenter@example.net,630.310.9500x7862,510,26-35,Married with Kids,668722,job relocation,1
michaelhoward@example.net,+1-920-936-9694x51758,575,51+,Married with Kids,668707,urgent need to buy,1
jessica37@example.org,+1-862-699-1637,348,26-35,Single,812658,need home loan,0
wwood@example.net,+1-665-490-5796x95624,441,36-50,Married with Kids,858464,want to buy soon,1
sabrina47@example.org,907-937-4568x0443,820,26-35,Single,761205,job relocation,1
nortoncaitlin@example.com,736.616.7373,509,36-50,Married with Kids,613650,want to buy soon,1
wwillis@example.com,284-445-8185,369,36-50,Single,548942,urgent need to buy,1
leemaria@example.net,001-731-631-9178x930,441,36-50,Single,220902,need home loan,0
gmay@example.com,802.662.7483,567,26-35,Single,912302,want to buy soon,1
njohnson@example.net,489-353-3473x3797,624,26-35,Married,418646,not interested,0
mreese@example.org,(765)895-6402x30854,724,26-35,Married,193192,need home loan,0
wrodriguez@example.org,9405853672,606,18-25,Single,245089,not interested,0
johnmarshall@example.net,+1-927-940-8049,823,18-25,Married,987987,urgent need to buy,1
marksmith@example.net,(929)600-5655x984,804,51+,Single,417819,need home loan,0
zjacobson@example.net,001-847-719-7878x39381,334,36-50,Single,275640,just browsing,0
johnwilson@example.com,351-805-5727x7729,616,26-35,Married,141630,want to buy soon,1
david80@example.net,(391)946-3545,815,51+,Married,239898,not interested,0
elaine95@example.com,239.225.5526x397,607,51+,Married with Kids,937033,urgent need to buy,1
colemanmichael@example.net,7725489955,509,51+,Married,894034,just browsing,0
owenscurtis@example.net,001-869-310-6819,648,36-50,Married with Kids,597688,urgent need to buy,1
eramirez@example.net,933.388.8886x529,649,51+,Married with Kids,350931,just browsing,0
masseyjoshua@example.net,+1-334-690-4758x377,430,26-35,Married with Kids,898454,want to buy soon,1
hthompson@example.net,976-624-6279,469,18-25,Married with Kids,649165,urgent need to buy,1
bradshawrichard@example.com,001-713-853-6853x9074,820,51+,Married with Kids,815914,urgent need to buy,1
rchaney@example.net,(831)897-5238x279,616,36-50,Married,184310,need home loan,0
paul19@example.com,674.649.2887x941,820,26-35,Single,218576,need home loan,0
dylan68@example.com,001-230-673-9770x6432,742,26-35,Single,539708,not interested,0
smithsamuel@example.com,710.906.7181x91964,601,26-35,Married with Kids,533642,job relocation,1
smendez@example.net,318.765.0559x702,311,18-25,Married,769612,urgent need to buy,1
jonesalexis@example.com,+1-755-599-8205x656,494,36-50,Married,438675,need home loan,0
mathew77@example.org,563-783-1526,744,26-35,Married,178356,job relocation,1
